site_id,longitude,latitude,State,County,fraction_of_usable_area,power_curve,capacity,wind_speed,capacity_factor,full_timeseries_directory,full_timeseries_path
27092,-76.391663,34.647293,Unknown,Unknown,1,offshore,16,8.7,0.423,54,54/27092.nc
27093,-76.326904,34.633957,Unknown,Unknown,1,offshore,16,8.74,0.426,54,54/27093.nc
27094,-76.305328,34.629501,Unknown,Unknown,1,offshore,16,8.75,0.427,54,54/27094.nc
27095,-76.283752,34.625042,Unknown,Unknown,1,offshore,16,8.76,0.428,54,54/27095.nc
27096,-76.262207,34.620575,Unknown,Unknown,1,offshore,16,8.76,0.429,54,54/27096.nc
27097,-76.240631,34.616112,Unknown,Unknown,1,offshore,16,8.77,0.43,54,54/27097.nc
27230,-76.299927,34.647251,Unknown,Unknown,1,offshore,16,8.74,0.427,54,54/27230.nc
27231,-76.278351,34.642788,Unknown,Unknown,1,offshore,16,8.75,0.428,54,54/27231.nc
27232,-76.256775,34.638329,Unknown,Unknown,1,offshore,16,8.76,0.429,54,54/27232.nc
27233,-76.235199,34.633854,Unknown,Unknown,1,offshore,16,8.77,0.43,54,54/27233.nc
27234,-76.213623,34.629387,Unknown,Unknown,1,offshore,16,8.78,0.43,54,54/27234.nc
27361,-76.380859,34.682804,Unknown,Unknown,1,offshore,16,8.67,0.42,54,54/27361.nc
27362,-76.359253,34.678368,Unknown,Unknown,1,offshore,16,8.69,0.422,54,54/27362.nc
27363,-76.272919,34.660545,Unknown,Unknown,1,offshore,16,8.75,0.427,54,54/27363.nc
27364,-76.251343,34.656078,Unknown,Unknown,1,offshore,16,8.76,0.428,54,54/27364.nc
27365,-76.208191,34.647133,Unknown,Unknown,1,offshore,16,8.77,0.43,54,54/27365.nc
27517,-76.591614,34.744751,Unknown,Unknown,1,offshore,16,7.93,0.355,55,55/27517.nc
27521,-76.353882,34.696133,Unknown,Unknown,1,offshore,16,8.67,0.42,55,55/27521.nc
27522,-76.332275,34.691677,Unknown,Unknown,1,offshore,16,8.69,0.423,55,55/27522.nc
27523,-76.310669,34.687218,Unknown,Unknown,1,offshore,16,8.71,0.424,55,55/27523.nc
27524,-76.289062,34.682766,Unknown,Unknown,1,offshore,16,8.73,0.425,55,55/27524.nc
27525,-76.245911,34.673828,Unknown,Unknown,1,offshore,16,8.75,0.428,55,55/27525.nc
27526,-76.224304,34.669353,Unknown,Unknown,1,offshore,16,8.76,0.429,55,55/27526.nc
27696,-76.586273,34.76252,Unknown,Unknown,1,offshore,16,7.83,0.346,55,55/27696.nc
27700,-76.34845,34.713879,Unknown,Unknown,1,offshore,16,8.66,0.419,55,55/27700.nc
27701,-76.326843,34.709427,Unknown,Unknown,1,offshore,16,8.68,0.421,55,55/27701.nc
27702,-76.305237,34.704975,Unknown,Unknown,1,offshore,16,8.7,0.423,55,55/27702.nc
27703,-76.283661,34.700512,Unknown,Unknown,1,offshore,16,8.72,0.425,55,55/27703.nc
27704,-76.240479,34.691578,Unknown,Unknown,1,offshore,16,8.74,0.427,55,55/27704.nc
27705,-76.218872,34.687115,Unknown,Unknown,1,offshore,16,8.75,0.428,55,55/27705.nc
27706,-76.17572,34.678143,Unknown,Unknown,1,offshore,16,8.77,0.43,55,55/27706.nc
27864,-76.60257,34.784698,Unknown,Unknown,1,offshore,16,7.63,0.327,55,55/27864.nc
27869,-76.494385,34.762672,Unknown,Unknown,1,offshore,16,7.98,0.358,55,55/27869.nc
27870,-76.321442,34.727184,Unknown,Unknown,1,offshore,16,8.66,0.42,55,55/27870.nc
27871,-76.299805,34.722736,Unknown,Unknown,1,offshore,16,8.69,0.422,55,55/27871.nc
27872,-76.278229,34.718273,Unknown,Unknown,1,offshore,16,8.7,0.424,55,55/27872.nc
27873,-76.21344,34.704861,Unknown,Unknown,1,offshore,16,8.74,0.428,55,55/27873.nc
27874,-76.170258,34.695896,Unknown,Unknown,1,offshore,16,8.76,0.43,55,55/27874.nc
27875,-76.148682,34.691406,Unknown,Unknown,1,offshore,16,8.77,0.43,55,55/27875.nc
28043,-76.467377,34.77602,Unknown,Unknown,1,offshore,16,8.07,0.367,56,56/28043.nc
28044,-76.31601,34.744949,Unknown,Unknown,1,offshore,16,8.65,0.419,56,56/28044.nc
28045,-76.294403,34.740498,Unknown,Unknown,1,offshore,16,8.67,0.422,56,56/28045.nc
28046,-76.272797,34.736019,Unknown,Unknown,1,offshore,16,8.69,0.423,56,56/28046.nc
28047,-76.25119,34.731564,Unknown,Unknown,1,offshore,16,8.71,0.425,56,56/28047.nc
28048,-76.186401,34.718136,Unknown,Unknown,1,offshore,16,8.75,0.428,56,56/28048.nc
28049,-76.164795,34.713642,Unknown,Unknown,1,offshore,16,8.76,0.429,56,56/28049.nc
28050,-76.143188,34.709152,Unknown,Unknown,1,offshore,16,8.77,0.43,56,56/28050.nc
28211,-76.483643,34.798218,Unknown,Unknown,1,offshore,16,7.72,0.333,56,56/28211.nc
28213,-76.440338,34.789371,Unknown,Unknown,1,offshore,16,8.18,0.379,56,56/28213.nc
28214,-76.288971,34.758247,Unknown,Unknown,1,offshore,16,8.66,0.421,56,56/28214.nc
28215,-76.267334,34.753784,Unknown,Unknown,1,offshore,16,8.68,0.423,56,56/28215.nc
28216,-76.245728,34.749306,Unknown,Unknown,1,offshore,16,8.7,0.424,56,56/28216.nc
28217,-76.180908,34.735882,Unknown,Unknown,1,offshore,16,8.74,0.428,56,56/28217.nc
28218,-76.159332,34.731388,Unknown,Unknown,1,offshore,16,8.75,0.429,56,56/28218.nc
28219,-76.137726,34.726894,Unknown,Unknown,1,offshore,16,8.76,0.43,56,56/28219.nc
28395,-76.434937,34.807137,Unknown,Unknown,1,offshore,16,8.08,0.369,56,56/28395.nc
28396,-76.283539,34.776012,Unknown,Unknown,1,offshore,16,8.65,0.42,56,56/28396.nc
28397,-76.261902,34.771538,Unknown,Unknown,1,offshore,16,8.67,0.422,56,56/28397.nc
28398,-76.240295,34.767063,Unknown,Unknown,1,offshore,16,8.69,0.424,56,56/28398.nc
28399,-76.175476,34.753639,Unknown,Unknown,1,offshore,16,8.73,0.427,56,56/28399.nc
28400,-76.15387,34.749138,Unknown,Unknown,1,offshore,16,8.75,0.428,56,56/28400.nc
28401,-76.132263,34.744648,Unknown,Unknown,1,offshore,16,8.76,0.429,56,56/28401.nc
28402,-76.110657,34.74015,Unknown,Unknown,1,offshore,16,8.77,0.43,56,56/28402.nc
28589,-76.429565,34.824909,Unknown,Unknown,1,offshore,16,7.96,0.358,57,57/28589.nc
28590,-76.25647,34.789299,Unknown,Unknown,1,offshore,16,8.66,0.421,57,57/28590.nc
28591,-76.234863,34.784832,Unknown,Unknown,1,offshore,16,8.68,0.423,57,57/28591.nc
28592,-76.170013,34.771381,Unknown,Unknown,1,offshore,16,8.73,0.427,57,57/28592.nc
28593,-76.148376,34.766891,Unknown,Unknown,1,offshore,16,8.74,0.428,57,57/28593.nc
28594,-76.12677,34.762398,Unknown,Unknown,1,offshore,16,8.75,0.429,57,57/28594.nc
28595,-76.105164,34.757893,Unknown,Unknown,1,offshore,16,8.76,0.43,57,57/28595.nc
28596,-76.083588,34.753387,Unknown,Unknown,1,offshore,16,8.77,0.43,57,57/28596.nc
28776,-76.402496,34.838238,Unknown,Unknown,1,offshore,16,8.06,0.369,57,57/28776.nc
28777,-76.251038,34.807053,Unknown,Unknown,1,offshore,16,8.64,0.42,57,57/28777.nc
28778,-76.164551,34.789131,Unknown,Unknown,1,offshore,16,8.72,0.427,57,57/28778.nc
28779,-76.142914,34.784637,Unknown,Unknown,1,offshore,16,8.73,0.428,57,57/28779.nc
28780,-76.121307,34.78014,Unknown,Unknown,1,offshore,16,8.75,0.429,57,57/28780.nc
28781,-76.099701,34.775646,Unknown,Unknown,1,offshore,16,8.76,0.43,57,57/28781.nc
28782,-76.034882,34.762104,Unknown,Unknown,1,offshore,16,8.79,0.432,57,57/28782.nc
28783,-76.013306,34.757591,Unknown,Unknown,1,offshore,16,8.79,0.432,57,57/28783.nc
28941,-76.159058,34.806892,Unknown,Unknown,1,offshore,16,8.72,0.426,57,57/28941.nc
28942,-76.137451,34.802399,Unknown,Unknown,1,offshore,16,8.73,0.427,57,57/28942.nc
28943,-76.115845,34.797894,Unknown,Unknown,1,offshore,16,8.74,0.428,57,57/28943.nc
28944,-76.094208,34.793392,Unknown,Unknown,1,offshore,16,8.75,0.429,57,57/28944.nc
28945,-76.072601,34.788883,Unknown,Unknown,1,offshore,16,8.76,0.43,57,57/28945.nc
28946,-76.050995,34.78437,Unknown,Unknown,1,offshore,16,8.77,0.431,57,57/28946.nc
28947,-76.029388,34.77985,Unknown,Unknown,1,offshore,16,8.78,0.431,57,57/28947.nc
28948,-76.007782,34.77533,Unknown,Unknown,1,offshore,16,8.79,0.432,57,57/28948.nc
28949,-75.986176,34.770802,Unknown,Unknown,1,offshore,16,8.8,0.433,57,57/28949.nc
28950,-75.9646,34.766273,Unknown,Unknown,1,offshore,16,8.81,0.433,57,57/28950.nc
29087,-76.110352,34.815651,Unknown,Unknown,1,offshore,16,8.74,0.428,58,58/29087.nc
29088,-76.045502,34.80212,Unknown,Unknown,1,offshore,16,8.77,0.43,58,58/29088.nc
29089,-76.023865,34.7976,Unknown,Unknown,1,offshore,16,8.78,0.431,58,58/29089.nc
29090,-76.002258,34.793076,Unknown,Unknown,1,offshore,16,8.79,0.432,58,58/29090.nc
29091,-75.980652,34.788548,Unknown,Unknown,1,offshore,16,8.8,0.432,58,58/29091.nc
29092,-75.959045,34.784016,Unknown,Unknown,1,offshore,16,8.8,0.433,58,58/29092.nc
29236,-76.061615,34.82439,Unknown,Unknown,1,offshore,16,8.76,0.429,58,58/29236.nc
29237,-76.018372,34.815342,Unknown,Unknown,1,offshore,16,8.77,0.431,58,58/29237.nc
29238,-75.996765,34.810822,Unknown,Unknown,1,offshore,16,8.78,0.431,58,58/29238.nc
29239,-75.975159,34.806293,Unknown,Unknown,1,offshore,16,8.79,0.432,58,58/29239.nc
29240,-75.953552,34.801765,Unknown,Unknown,1,offshore,16,8.8,0.433,58,58/29240.nc
29241,-75.931946,34.797215,Unknown,Unknown,1,offshore,16,8.81,0.433,58,58/29241.nc
29242,-75.910339,34.792667,Unknown,Unknown,1,offshore,16,8.81,0.434,58,58/29242.nc
29362,-76.012878,34.833092,Unknown,Unknown,1,offshore,16,8.77,0.43,58,58/29362.nc
29363,-75.991241,34.828564,Unknown,Unknown,1,offshore,16,8.78,0.431,58,58/29363.nc
29364,-75.969635,34.824036,Unknown,Unknown,1,offshore,16,8.79,0.432,58,58/29364.nc
29365,-75.947998,34.819504,Unknown,Unknown,1,offshore,16,8.8,0.432,58,58/29365.nc
29366,-75.926392,34.814957,Unknown,Unknown,1,offshore,16,8.8,0.433,58,58/29366.nc
29367,-75.883179,34.805859,Unknown,Unknown,1,offshore,16,8.82,0.434,58,58/29367.nc
29478,-76.028992,34.855362,Unknown,Unknown,1,offshore,16,8.76,0.43,58,58/29478.nc
29479,-76.007355,34.850849,Unknown,Unknown,1,offshore,16,8.77,0.43,58,58/29479.nc
29480,-75.985718,34.846306,Unknown,Unknown,1,offshore,16,8.78,0.431,58,58/29480.nc
29481,-75.964111,34.841778,Unknown,Unknown,1,offshore,16,8.78,0.431,58,58/29481.nc
29482,-75.942505,34.837242,Unknown,Unknown,1,offshore,16,8.79,0.432,58,58/29482.nc
29483,-75.920868,34.832699,Unknown,Unknown,1,offshore,16,8.8,0.433,58,58/29483.nc
29484,-75.877625,34.823601,Unknown,Unknown,1,offshore,16,8.82,0.434,58,58/29484.nc
29485,-75.856018,34.819046,Unknown,Unknown,1,offshore,16,8.82,0.434,58,58/29485.nc
29596,-76.456757,34.962616,Unknown,Unknown,1,offshore,16,7.53,0.319,59,59/29596.nc
29597,-76.435059,34.958187,Unknown,Unknown,1,offshore,16,7.72,0.339,59,59/29597.nc
29598,-76.001831,34.868591,Unknown,Unknown,1,offshore,16,8.76,0.43,59,59/29598.nc
29599,-75.980225,34.864056,Unknown,Unknown,1,offshore,16,8.77,0.431,59,59/29599.nc
29600,-75.958557,34.85952,Unknown,Unknown,1,offshore,16,8.78,0.431,59,59/29600.nc
29601,-75.936951,34.854984,Unknown,Unknown,1,offshore,16,8.79,0.432,59,59/29601.nc
29602,-75.915344,34.850445,Unknown,Unknown,1,offshore,16,8.8,0.432,59,59/29602.nc
29603,-75.872101,34.841339,Unknown,Unknown,1,offshore,16,8.81,0.433,59,59/29603.nc
29604,-75.850494,34.836784,Unknown,Unknown,1,offshore,16,8.82,0.434,59,59/29604.nc
29605,-75.828857,34.832218,Unknown,Unknown,1,offshore,16,8.83,0.434,59,59/29605.nc
29720,-76.494751,34.98925,Unknown,Unknown,1,offshore,16,7.63,0.328,59,59/29720.nc
29723,-75.996307,34.886333,Unknown,Unknown,1,offshore,16,8.76,0.43,59,59/29723.nc
29724,-75.97467,34.881809,Unknown,Unknown,1,offshore,16,8.77,0.43,59,59/29724.nc
29725,-75.953064,34.877274,Unknown,Unknown,1,offshore,16,8.78,0.431,59,59/29725.nc
29726,-75.931396,34.87273,Unknown,Unknown,1,offshore,16,8.79,0.431,59,59/29726.nc
29727,-75.90979,34.868179,Unknown,Unknown,1,offshore,16,8.8,0.432,59,59/29727.nc
29728,-75.888184,34.863632,Unknown,Unknown,1,offshore,16,8.8,0.433,59,59/29728.nc
29729,-75.84491,34.854515,Unknown,Unknown,1,offshore,16,8.82,0.433,59,59/29729.nc
29730,-75.823303,34.849953,Unknown,Unknown,1,offshore,16,8.82,0.434,59,59/29730.nc
29731,-75.801697,34.845387,Unknown,Unknown,1,offshore,16,8.83,0.434,59,59/29731.nc
29732,-75.78009,34.840813,Unknown,Unknown,1,offshore,16,8.84,0.435,59,59/29732.nc
29864,-75.925873,34.890472,Unknown,Unknown,1,offshore,16,8.78,0.431,59,59/29864.nc
29865,-75.904236,34.885925,Unknown,Unknown,1,offshore,16,8.79,0.432,59,59/29865.nc
29866,-75.882629,34.881374,Unknown,Unknown,1,offshore,16,8.8,0.432,59,59/29866.nc
29867,-75.860992,34.876816,Unknown,Unknown,1,offshore,16,8.81,0.433,59,59/29867.nc
29868,-75.839355,34.872257,Unknown,Unknown,1,offshore,16,8.81,0.433,59,59/29868.nc
29869,-75.796143,34.863117,Unknown,Unknown,1,offshore,16,8.83,0.434,59,59/29869.nc
29870,-75.774506,34.858555,Unknown,Unknown,1,offshore,16,8.83,0.435,59,59/29870.nc
29871,-75.752899,34.85397,Unknown,Unknown,1,offshore,16,8.84,0.435,59,59/29871.nc
30010,-75.963623,34.917301,Unknown,Unknown,1,offshore,16,8.76,0.43,60,60/30010.nc
30011,-75.920349,34.908222,Unknown,Unknown,1,offshore,16,8.78,0.431,60,60/30011.nc
30012,-75.898682,34.903675,Unknown,Unknown,1,offshore,16,8.79,0.432,60,60/30012.nc
30013,-75.877075,34.89912,Unknown,Unknown,1,offshore,16,8.79,0.432,60,60/30013.nc
30014,-75.855438,34.894554,Unknown,Unknown,1,offshore,16,8.8,0.433,60,60/30014.nc
30015,-75.833801,34.889992,Unknown,Unknown,1,offshore,16,8.81,0.433,60,60/30015.nc
30016,-75.812164,34.885429,Unknown,Unknown,1,offshore,16,8.82,0.434,60,60/30016.nc
30017,-75.768921,34.876286,Unknown,Unknown,1,offshore,16,8.83,0.435,60,60/30017.nc
30018,-75.747314,34.8717,Unknown,Unknown,1,offshore,16,8.84,0.435,60,60/30018.nc
30183,-75.914795,34.925964,Unknown,Unknown,1,offshore,16,8.78,0.431,60,60/30183.nc
30184,-75.871521,34.916859,Unknown,Unknown,1,offshore,16,8.79,0.432,60,60/30184.nc
30185,-75.849854,34.912308,Unknown,Unknown,1,offshore,16,8.8,0.432,60,60/30185.nc
30186,-75.828247,34.907745,Unknown,Unknown,1,offshore,16,8.81,0.433,60,60/30186.nc
30187,-75.80661,34.903168,Unknown,Unknown,1,offshore,16,8.81,0.433,60,60/30187.nc
30188,-75.784973,34.898598,Unknown,Unknown,1,offshore,16,8.82,0.434,60,60/30188.nc
30189,-75.74173,34.889435,Unknown,Unknown,1,offshore,16,8.83,0.434,60,60/30189.nc
30360,-75.99585,34.961864,Unknown,Unknown,1,offshore,16,8.74,0.428,60,60/30360.nc
30361,-75.974213,34.957336,Unknown,Unknown,1,offshore,16,8.75,0.429,60,60/30361.nc
30362,-75.952545,34.952805,Unknown,Unknown,1,offshore,16,8.76,0.43,60,60/30362.nc
30363,-75.887604,34.939163,Unknown,Unknown,1,offshore,16,8.78,0.431,60,60/30363.nc
30364,-75.844299,34.930046,Unknown,Unknown,1,offshore,16,8.8,0.432,60,60/30364.nc
30365,-75.822662,34.92548,Unknown,Unknown,1,offshore,16,8.8,0.432,60,60/30365.nc
30366,-75.801025,34.92091,Unknown,Unknown,1,offshore,16,8.81,0.433,60,60/30366.nc
30367,-75.779388,34.916332,Unknown,Unknown,1,offshore,16,8.82,0.433,60,60/30367.nc
30368,-75.757751,34.911755,Unknown,Unknown,1,offshore,16,8.82,0.434,60,60/30368.nc
30369,-75.736145,34.907173,Unknown,Unknown,1,offshore,16,8.83,0.434,60,60/30369.nc
30527,-76.012024,34.984154,Unknown,Unknown,1,offshore,16,8.71,0.427,61,61/30527.nc
30528,-75.990356,34.979633,Unknown,Unknown,1,offshore,16,8.73,0.428,61,61/30528.nc
30529,-75.968689,34.97509,Unknown,Unknown,1,offshore,16,8.74,0.428,61,61/30529.nc
30530,-75.947021,34.970558,Unknown,Unknown,1,offshore,16,8.75,0.429,61,61/30530.nc
30531,-75.925354,34.966015,Unknown,Unknown,1,offshore,16,8.76,0.43,61,61/30531.nc
30532,-75.882019,34.956913,Unknown,Unknown,1,offshore,16,8.78,0.431,61,61/30532.nc
30533,-75.860382,34.952354,Unknown,Unknown,1,offshore,16,8.79,0.432,61,61/30533.nc
30534,-75.817078,34.943226,Unknown,Unknown,1,offshore,16,8.8,0.432,61,61/30534.nc
30535,-75.795441,34.938656,Unknown,Unknown,1,offshore,16,8.81,0.433,61,61/30535.nc
30536,-75.773804,34.934078,Unknown,Unknown,1,offshore,16,8.81,0.433,61,61/30536.nc
30537,-75.752167,34.929493,Unknown,Unknown,1,offshore,16,8.82,0.434,61,61/30537.nc
30538,-75.73053,34.924908,Unknown,Unknown,1,offshore,16,8.83,0.434,61,61/30538.nc
30698,-76.223389,35.046947,Unknown,Unknown,1,offshore,16,8.42,0.402,61,61/30698.nc
30699,-75.984802,34.997379,Unknown,Unknown,1,offshore,16,8.73,0.428,61,61/30699.nc
30700,-75.963135,34.992847,Unknown,Unknown,1,offshore,16,8.74,0.428,61,61/30700.nc
30701,-75.941467,34.988304,Unknown,Unknown,1,offshore,16,8.75,0.429,61,61/30701.nc
30702,-75.9198,34.983757,Unknown,Unknown,1,offshore,16,8.76,0.43,61,61/30702.nc
30703,-75.898132,34.979206,Unknown,Unknown,1,offshore,16,8.77,0.431,61,61/30703.nc
30704,-75.854828,34.970093,Unknown,Unknown,1,offshore,16,8.78,0.431,61,61/30704.nc
30705,-75.83316,34.965527,Unknown,Unknown,1,offshore,16,8.79,0.432,61,61/30705.nc
30706,-75.811523,34.960964,Unknown,Unknown,1,offshore,16,8.8,0.432,61,61/30706.nc
30707,-75.789856,34.95639,Unknown,Unknown,1,offshore,16,8.8,0.433,61,61/30707.nc
30708,-75.768219,34.951813,Unknown,Unknown,1,offshore,16,8.81,0.433,61,61/30708.nc
30709,-75.746582,34.947235,Unknown,Unknown,1,offshore,16,8.82,0.434,61,61/30709.nc
30710,-75.724945,34.942635,Unknown,Unknown,1,offshore,16,8.82,0.434,61,61/30710.nc
30711,-75.703308,34.938046,Unknown,Unknown,1,offshore,16,8.83,0.434,61,61/30711.nc
30858,-76.283081,35.07814,Unknown,Unknown,1,offshore,16,8.3,0.392,61,61/30858.nc
30859,-76.261353,35.073669,Unknown,Unknown,1,offshore,16,8.32,0.393,61,61/30859.nc
30860,-76.239624,35.069202,Unknown,Unknown,1,offshore,16,8.36,0.397,61,61/30860.nc
30861,-76.217926,35.064716,Unknown,Unknown,1,offshore,16,8.42,0.402,61,61/30861.nc
30862,-76.196228,35.060238,Unknown,Unknown,1,offshore,16,8.48,0.407,61,61/30862.nc
30863,-75.957581,35.010593,Unknown,Unknown,1,offshore,16,8.73,0.428,61,61/30863.nc
30864,-75.935913,35.006058,Unknown,Unknown,1,offshore,16,8.75,0.429,61,61/30864.nc
30865,-75.914246,35.001507,Unknown,Unknown,1,offshore,16,8.76,0.429,61,61/30865.nc
30866,-75.892578,34.996956,Unknown,Unknown,1,offshore,16,8.76,0.43,61,61/30866.nc
30867,-75.827576,34.98328,Unknown,Unknown,1,offshore,16,8.79,0.432,61,61/30867.nc
30868,-75.805939,34.978714,Unknown,Unknown,1,offshore,16,8.79,0.432,61,61/30868.nc
30869,-75.784302,34.974133,Unknown,Unknown,1,offshore,16,8.8,0.432,61,61/30869.nc
30870,-75.740967,34.96497,Unknown,Unknown,1,offshore,16,8.82,0.433,61,61/30870.nc
30871,-75.71936,34.960377,Unknown,Unknown,1,offshore,16,8.82,0.434,61,61/30871.nc
30872,-75.697693,34.955784,Unknown,Unknown,1,offshore,16,8.83,0.434,61,61/30872.nc
31015,-76.321075,35.104855,Unknown,Unknown,1,offshore,16,8.27,0.39,62,62/31015.nc
31016,-76.299316,35.100391,Unknown,Unknown,1,offshore,16,8.3,0.392,62,62/31016.nc
31017,-76.277618,35.095928,Unknown,Unknown,1,offshore,16,8.32,0.394,62,62/31017.nc
31018,-76.25589,35.091457,Unknown,Unknown,1,offshore,16,8.34,0.396,62,62/31018.nc
31019,-76.234161,35.086967,Unknown,Unknown,1,offshore,16,8.38,0.399,62,62/31019.nc
31020,-76.212433,35.082497,Unknown,Unknown,1,offshore,16,8.42,0.402,62,62/31020.nc
31021,-76.190735,35.078003,Unknown,Unknown,1,offshore,16,8.48,0.407,62,62/31021.nc
31022,-75.930359,35.023811,Unknown,Unknown,1,offshore,16,8.74,0.428,62,62/31022.nc
31023,-75.908691,35.019264,Unknown,Unknown,1,offshore,16,8.75,0.429,62,62/31023.nc
31024,-75.887024,35.014713,Unknown,Unknown,1,offshore,16,8.76,0.43,62,62/31024.nc
31025,-75.865356,35.010155,Unknown,Unknown,1,offshore,16,8.77,0.431,62,62/31025.nc
31026,-75.800354,34.996456,Unknown,Unknown,1,offshore,16,8.79,0.432,62,62/31026.nc
31027,-75.778687,34.991882,Unknown,Unknown,1,offshore,16,8.8,0.432,62,62/31027.nc
31028,-75.75705,34.987293,Unknown,Unknown,1,offshore,16,8.8,0.433,62,62/31028.nc
31029,-75.735382,34.982708,Unknown,Unknown,1,offshore,16,8.81,0.433,62,62/31029.nc
31030,-75.692078,34.973526,Unknown,Unknown,1,offshore,16,8.83,0.434,62,62/31030.nc
31031,-75.670441,34.968918,Unknown,Unknown,1,offshore,16,8.83,0.435,62,62/31031.nc
31174,-76.315613,35.122631,Unknown,Unknown,1,offshore,16,8.28,0.391,62,62/31174.nc
31175,-76.293884,35.118168,Unknown,Unknown,1,offshore,16,8.31,0.393,62,62/31175.nc
31176,-76.272156,35.113701,Unknown,Unknown,1,offshore,16,8.34,0.396,62,62/31176.nc
31177,-76.250427,35.109222,Unknown,Unknown,1,offshore,16,8.36,0.397,62,62/31177.nc
31178,-76.228699,35.104748,Unknown,Unknown,1,offshore,16,8.39,0.4,62,62/31178.nc
31179,-76.20697,35.100269,Unknown,Unknown,1,offshore,16,8.43,0.403,62,62/31179.nc
31180,-76.185242,35.095787,Unknown,Unknown,1,offshore,16,8.47,0.407,62,62/31180.nc
31181,-75.903137,35.037014,Unknown,Unknown,1,offshore,16,8.75,0.429,62,62/31181.nc
31182,-75.88147,35.032459,Unknown,Unknown,1,offshore,16,8.76,0.429,62,62/31182.nc
31183,-75.773102,35.009609,Unknown,Unknown,1,offshore,16,8.79,0.432,62,62/31183.nc
31184,-75.751465,35.005032,Unknown,Unknown,1,offshore,16,8.8,0.432,62,62/31184.nc
31185,-75.729797,35.000446,Unknown,Unknown,1,offshore,16,8.81,0.433,62,62/31185.nc
31186,-75.70813,34.995846,Unknown,Unknown,1,offshore,16,8.81,0.433,62,62/31186.nc
31187,-75.664825,34.986649,Unknown,Unknown,1,offshore,16,8.83,0.434,62,62/31187.nc
31188,-75.643188,34.982056,Unknown,Unknown,1,offshore,16,8.84,0.435,62,62/31188.nc
31307,-76.331909,35.144875,Unknown,Unknown,1,offshore,16,8.25,0.389,62,62/31307.nc
31308,-76.31015,35.140404,Unknown,Unknown,1,offshore,16,8.29,0.392,62,62/31308.nc
31309,-76.288422,35.135948,Unknown,Unknown,1,offshore,16,8.32,0.395,62,62/31309.nc
31310,-76.266663,35.131477,Unknown,Unknown,1,offshore,16,8.35,0.397,62,62/31310.nc
31311,-76.244934,35.127007,Unknown,Unknown,1,offshore,16,8.37,0.399,62,62/31311.nc
31312,-76.223206,35.12252,Unknown,Unknown,1,offshore,16,8.4,0.401,62,62/31312.nc
31313,-76.201477,35.118042,Unknown,Unknown,1,offshore,16,8.43,0.403,62,62/31313.nc
31314,-75.897583,35.054764,Unknown,Unknown,1,offshore,16,8.74,0.428,62,62/31314.nc
31315,-75.875885,35.050205,Unknown,Unknown,1,offshore,16,8.76,0.429,62,62/31315.nc
31316,-75.74585,35.022778,Unknown,Unknown,1,offshore,16,8.79,0.432,62,62/31316.nc
31317,-75.724182,35.018181,Unknown,Unknown,1,offshore,16,8.8,0.433,62,62/31317.nc
31318,-75.680847,35.008999,Unknown,Unknown,1,offshore,16,8.82,0.434,62,62/31318.nc
31319,-75.637573,34.99979,Unknown,Unknown,1,offshore,16,8.84,0.435,62,62/31319.nc
31431,-76.348206,35.16711,Unknown,Unknown,1,offshore,16,8.22,0.387,62,62/31431.nc
31432,-76.326447,35.162659,Unknown,Unknown,1,offshore,16,8.25,0.389,62,62/31432.nc
31433,-76.304688,35.158195,Unknown,Unknown,1,offshore,16,8.29,0.393,62,62/31433.nc
31434,-76.282959,35.153725,Unknown,Unknown,1,offshore,16,8.33,0.395,62,62/31434.nc
31435,-76.2612,35.149258,Unknown,Unknown,1,offshore,16,8.36,0.398,62,62/31435.nc
31436,-75.718567,35.035934,Unknown,Unknown,1,offshore,16,8.8,0.432,62,62/31436.nc
31555,-76.560486,35.22921,Unknown,Unknown,1,offshore,16,7.35,0.304,63,63/31555.nc
31556,-76.364502,35.189346,Unknown,Unknown,1,offshore,16,8.2,0.385,63,63/31556.nc
31557,-76.320984,35.180435,Unknown,Unknown,1,offshore,16,8.26,0.39,63,63/31557.nc
31558,-76.299255,35.175972,Unknown,Unknown,1,offshore,16,8.29,0.393,63,63/31558.nc
31559,-76.277466,35.171501,Unknown,Unknown,1,offshore,16,8.33,0.395,63,63/31559.nc
31560,-76.255737,35.167034,Unknown,Unknown,1,offshore,16,8.36,0.398,63,63/31560.nc
31561,-75.73465,35.058258,Unknown,Unknown,1,offshore,16,8.79,0.431,63,63/31561.nc
31562,-75.691284,35.049072,Unknown,Unknown,1,offshore,16,8.8,0.432,63,63/31562.nc
31684,-76.380829,35.21159,Unknown,Unknown,1,offshore,16,8.18,0.383,63,63/31684.nc
31685,-76.35907,35.207134,Unknown,Unknown,1,offshore,16,8.2,0.385,63,63/31685.nc
31686,-76.33728,35.202682,Unknown,Unknown,1,offshore,16,8.22,0.387,63,63/31686.nc
31687,-76.293762,35.193756,Unknown,Unknown,1,offshore,16,8.29,0.392,63,63/31687.nc
31688,-76.272034,35.189281,Unknown,Unknown,1,offshore,16,8.32,0.395,63,63/31688.nc
31689,-75.707336,35.071415,Unknown,Unknown,1,offshore,16,8.79,0.432,63,63/31689.nc
31690,-75.685669,35.066814,Unknown,Unknown,1,offshore,16,8.79,0.432,63,63/31690.nc
