site_id,longitude,latitude,State,County,fraction_of_usable_area,power_curve,capacity,wind_speed,capacity_factor,full_timeseries_directory,full_timeseries_path
31691,-75.404144,35.006618,Unknown,Unknown,1,offshore,16,8.89,0.438,63,63/31691.nc
31801,-76.636932,35.282425,Unknown,Unknown,1,offshore,16,7.12,0.285,63,63/31801.nc
31802,-76.397156,35.233822,Unknown,Unknown,1,offshore,16,8.14,0.38,63,63/31802.nc
31803,-76.375397,35.229374,Unknown,Unknown,1,offshore,16,8.17,0.382,63,63/31803.nc
31804,-76.353607,35.224915,Unknown,Unknown,1,offshore,16,8.19,0.384,63,63/31804.nc
31805,-76.331848,35.22047,Unknown,Unknown,1,offshore,16,8.22,0.386,63,63/31805.nc
31806,-76.310059,35.216007,Unknown,Unknown,1,offshore,16,8.25,0.388,63,63/31806.nc
31807,-75.680054,35.084564,Unknown,Unknown,1,offshore,16,8.79,0.431,63,63/31807.nc
31808,-75.636688,35.075348,Unknown,Unknown,1,offshore,16,8.8,0.432,63,63/31808.nc
31934,-76.369934,35.247162,Unknown,Unknown,1,offshore,16,8.16,0.381,63,63/31934.nc
31935,-76.348145,35.242706,Unknown,Unknown,1,offshore,16,8.19,0.383,63,63/31935.nc
31936,-76.326385,35.238255,Unknown,Unknown,1,offshore,16,8.21,0.385,63,63/31936.nc
31937,-76.217529,35.215889,Unknown,Unknown,1,offshore,16,8.37,0.398,63,63/31937.nc
31938,-75.65274,35.097691,Unknown,Unknown,1,offshore,16,8.79,0.431,63,63/31938.nc
31939,-75.631042,35.093086,Unknown,Unknown,1,offshore,16,8.79,0.431,63,63/31939.nc
31940,-75.587708,35.083851,Unknown,Unknown,1,offshore,16,8.81,0.433,63,63/31940.nc
31941,-75.56604,35.079227,Unknown,Unknown,1,offshore,16,8.83,0.434,63,63/31941.nc
32052,-76.342712,35.260494,Unknown,Unknown,1,offshore,16,8.17,0.381,64,64/32052.nc
32053,-76.233826,35.238155,Unknown,Unknown,1,offshore,16,8.32,0.393,64,64/32053.nc
32054,-76.212036,35.233673,Unknown,Unknown,1,offshore,16,8.36,0.396,64,64/32054.nc
32055,-76.190277,35.229191,Unknown,Unknown,1,offshore,16,8.39,0.399,64,64/32055.nc
32056,-75.647095,35.115429,Unknown,Unknown,1,offshore,16,8.78,0.43,64,64/32056.nc
32057,-75.625427,35.110825,Unknown,Unknown,1,offshore,16,8.78,0.431,64,64/32057.nc
32058,-75.603729,35.106201,Unknown,Unknown,1,offshore,16,8.8,0.432,64,64/32058.nc
32059,-75.582062,35.101582,Unknown,Unknown,1,offshore,16,8.81,0.432,64,64/32059.nc
32164,-76.250122,35.26041,Unknown,Unknown,1,offshore,16,8.26,0.387,64,64/32164.nc
32165,-76.228333,35.255932,Unknown,Unknown,1,offshore,16,8.3,0.391,64,64/32165.nc
32166,-76.206543,35.25145,Unknown,Unknown,1,offshore,16,8.33,0.394,64,64/32166.nc
32167,-76.184784,35.246964,Unknown,Unknown,1,offshore,16,8.37,0.397,64,64/32167.nc
32168,-76.163025,35.242466,Unknown,Unknown,1,offshore,16,8.41,0.4,64,64/32168.nc
32169,-75.945496,35.197258,Unknown,Unknown,1,offshore,16,8.65,0.419,64,64/32169.nc
32170,-75.619781,35.128567,Unknown,Unknown,1,offshore,16,8.77,0.429,64,64/32170.nc
32171,-75.598083,35.12394,Unknown,Unknown,1,offshore,16,8.79,0.431,64,64/32171.nc
32172,-75.576416,35.11932,Unknown,Unknown,1,offshore,16,8.8,0.432,64,64/32172.nc
32173,-75.533051,35.110062,Unknown,Unknown,1,offshore,16,8.82,0.433,64,64/32173.nc
32174,-75.511353,35.105423,Unknown,Unknown,1,offshore,16,8.83,0.435,64,64/32174.nc
32175,-75.489685,35.100788,Unknown,Unknown,1,offshore,16,8.83,0.435,64,64/32175.nc
32176,-75.468018,35.096142,Unknown,Unknown,1,offshore,16,8.84,0.436,64,64/32176.nc
32177,-75.44635,35.091488,Unknown,Unknown,1,offshore,16,8.85,0.436,64,64/32177.nc
32178,-75.424683,35.08683,Unknown,Unknown,1,offshore,16,8.86,0.437,64,64/32178.nc
32179,-75.403015,35.082161,Unknown,Unknown,1,offshore,16,8.87,0.437,64,64/32179.nc
32295,-76.222839,35.273716,Unknown,Unknown,1,offshore,16,8.26,0.387,64,64/32295.nc
32296,-76.20105,35.26923,Unknown,Unknown,1,offshore,16,8.3,0.391,64,64/32296.nc
32297,-76.17926,35.26474,Unknown,Unknown,1,offshore,16,8.34,0.394,64,64/32297.nc
32298,-76.157501,35.260242,Unknown,Unknown,1,offshore,16,8.38,0.397,64,64/32298.nc
32299,-75.983429,35.224106,Unknown,Unknown,1,offshore,16,8.62,0.417,64,64/32299.nc
32300,-75.96167,35.219566,Unknown,Unknown,1,offshore,16,8.65,0.419,64,64/32300.nc
32301,-75.939941,35.215027,Unknown,Unknown,1,offshore,16,8.65,0.419,64,64/32301.nc
32302,-75.918182,35.210472,Unknown,Unknown,1,offshore,16,8.66,0.42,64,64/32302.nc
32303,-75.614136,35.146301,Unknown,Unknown,1,offshore,16,8.75,0.428,64,64/32303.nc
32304,-75.592438,35.141685,Unknown,Unknown,1,offshore,16,8.78,0.43,64,64/32304.nc
32305,-75.57074,35.137062,Unknown,Unknown,1,offshore,16,8.78,0.431,64,64/32305.nc
32306,-75.549072,35.132423,Unknown,Unknown,1,offshore,16,8.81,0.432,64,64/32306.nc
32307,-75.527374,35.127796,Unknown,Unknown,1,offshore,16,8.81,0.433,64,64/32307.nc
32308,-75.505676,35.123158,Unknown,Unknown,1,offshore,16,8.82,0.434,64,64/32308.nc
32309,-75.462341,35.113869,Unknown,Unknown,1,offshore,16,8.84,0.435,64,64/32309.nc
32310,-75.440674,35.109215,Unknown,Unknown,1,offshore,16,8.85,0.436,64,64/32310.nc
32311,-75.419006,35.104553,Unknown,Unknown,1,offshore,16,8.85,0.436,64,64/32311.nc
32312,-75.397339,35.099888,Unknown,Unknown,1,offshore,16,8.86,0.437,64,64/32312.nc
32313,-75.375671,35.095226,Unknown,Unknown,1,offshore,16,8.87,0.437,64,64/32313.nc
32428,-75.977875,35.241875,Unknown,Unknown,1,offshore,16,8.61,0.417,64,64/32428.nc
32429,-75.956116,35.237331,Unknown,Unknown,1,offshore,16,8.64,0.419,64,64/32429.nc
32430,-75.934357,35.232788,Unknown,Unknown,1,offshore,16,8.65,0.419,64,64/32430.nc
32431,-75.912628,35.228237,Unknown,Unknown,1,offshore,16,8.66,0.42,64,64/32431.nc
32432,-75.890869,35.223686,Unknown,Unknown,1,offshore,16,8.67,0.421,64,64/32432.nc
32433,-75.543396,35.150158,Unknown,Unknown,1,offshore,16,8.79,0.431,64,64/32433.nc
32434,-75.521698,35.145531,Unknown,Unknown,1,offshore,16,8.8,0.432,64,64/32434.nc
32435,-75.5,35.140888,Unknown,Unknown,1,offshore,16,8.81,0.434,64,64/32435.nc
32436,-75.478333,35.13625,Unknown,Unknown,1,offshore,16,8.82,0.434,64,64/32436.nc
32437,-75.434967,35.126942,Unknown,Unknown,1,offshore,16,8.84,0.436,64,64/32437.nc
32438,-75.4133,35.122284,Unknown,Unknown,1,offshore,16,8.85,0.436,64,64/32438.nc
32439,-75.391602,35.117611,Unknown,Unknown,1,offshore,16,8.86,0.437,64,64/32439.nc
32555,-76.081146,35.282272,Unknown,Unknown,1,offshore,16,8.45,0.403,65,65/32555.nc
32556,-76.059387,35.277756,Unknown,Unknown,1,offshore,16,8.49,0.406,65,65/32556.nc
32557,-76.037598,35.273239,Unknown,Unknown,1,offshore,16,8.53,0.41,65,65/32557.nc
32558,-76.015839,35.268715,Unknown,Unknown,1,offshore,16,8.56,0.412,65,65/32558.nc
32559,-75.99408,35.264183,Unknown,Unknown,1,offshore,16,8.59,0.415,65,65/32559.nc
32560,-75.97229,35.259636,Unknown,Unknown,1,offshore,16,8.61,0.416,65,65/32560.nc
32561,-75.950562,35.2551,Unknown,Unknown,1,offshore,16,8.63,0.418,65,65/32561.nc
32562,-75.928802,35.250557,Unknown,Unknown,1,offshore,16,8.64,0.419,65,65/32562.nc
32563,-75.907043,35.245998,Unknown,Unknown,1,offshore,16,8.66,0.42,65,65/32563.nc
32564,-75.885315,35.241447,Unknown,Unknown,1,offshore,16,8.67,0.421,65,65/32564.nc
32565,-75.863556,35.236885,Unknown,Unknown,1,offshore,16,8.69,0.422,65,65/32565.nc
32567,-75.472656,35.15398,Unknown,Unknown,1,offshore,16,8.81,0.434,65,65/32567.nc
32568,-75.407593,35.140015,Unknown,Unknown,1,offshore,16,8.85,0.436,65,65/32568.nc
32569,-75.364227,35.130684,Unknown,Unknown,1,offshore,16,8.86,0.437,65,65/32569.nc
32570,-75.34256,35.125999,Unknown,Unknown,1,offshore,16,8.87,0.437,65,65/32570.nc
32571,-75.320892,35.121326,Unknown,Unknown,1,offshore,16,8.88,0.438,65,65/32571.nc
32683,-76.053833,35.295521,Unknown,Unknown,1,offshore,16,8.46,0.404,65,65/32683.nc
32684,-76.032043,35.291012,Unknown,Unknown,1,offshore,16,8.51,0.408,65,65/32684.nc
32685,-76.010284,35.286484,Unknown,Unknown,1,offshore,16,8.54,0.411,65,65/32685.nc
32686,-75.988525,35.28194,Unknown,Unknown,1,offshore,16,8.58,0.414,65,65/32686.nc
32687,-75.966736,35.277401,Unknown,Unknown,1,offshore,16,8.6,0.415,65,65/32687.nc
32688,-75.944977,35.272861,Unknown,Unknown,1,offshore,16,8.63,0.418,65,65/32688.nc
32689,-75.923218,35.268314,Unknown,Unknown,1,offshore,16,8.64,0.418,65,65/32689.nc
32690,-75.901459,35.263763,Unknown,Unknown,1,offshore,16,8.66,0.42,65,65/32690.nc
32691,-75.8797,35.259205,Unknown,Unknown,1,offshore,16,8.67,0.421,65,65/32691.nc
32692,-75.445251,35.167061,Unknown,Unknown,1,offshore,16,8.82,0.434,65,65/32692.nc
32693,-75.423584,35.162399,Unknown,Unknown,1,offshore,16,8.83,0.435,65,65/32693.nc
32694,-75.401886,35.157745,Unknown,Unknown,1,offshore,16,8.84,0.436,65,65/32694.nc
32695,-75.358521,35.148396,Unknown,Unknown,1,offshore,16,8.86,0.437,65,65/32695.nc
32696,-75.336853,35.14373,Unknown,Unknown,1,offshore,16,8.87,0.437,65,65/32696.nc
32697,-75.315186,35.13905,Unknown,Unknown,1,offshore,16,8.87,0.438,65,65/32697.nc
32817,-76.02652,35.308784,Unknown,Unknown,1,offshore,16,8.49,0.406,65,65/32817.nc
32818,-76.00473,35.304253,Unknown,Unknown,1,offshore,16,8.53,0.409,65,65/32818.nc
32819,-75.982971,35.299721,Unknown,Unknown,1,offshore,16,8.57,0.413,65,65/32819.nc
32820,-75.961182,35.295177,Unknown,Unknown,1,offshore,16,8.59,0.415,65,65/32820.nc
32821,-75.939423,35.290627,Unknown,Unknown,1,offshore,16,8.62,0.417,65,65/32821.nc
32822,-75.917664,35.286087,Unknown,Unknown,1,offshore,16,8.63,0.418,65,65/32822.nc
32823,-75.895874,35.281532,Unknown,Unknown,1,offshore,16,8.65,0.42,65,65/32823.nc
32824,-75.874146,35.27697,Unknown,Unknown,1,offshore,16,8.66,0.421,65,65/32824.nc
32825,-75.439575,35.184788,Unknown,Unknown,1,offshore,16,8.82,0.434,65,65/32825.nc
32826,-75.417877,35.180138,Unknown,Unknown,1,offshore,16,8.83,0.435,65,65/32826.nc
32827,-75.396179,35.175472,Unknown,Unknown,1,offshore,16,8.84,0.436,65,65/32827.nc
32828,-75.352814,35.166126,Unknown,Unknown,1,offshore,16,8.86,0.437,65,65/32828.nc
32829,-75.331116,35.161457,Unknown,Unknown,1,offshore,16,8.86,0.437,65,65/32829.nc
32830,-75.309448,35.156773,Unknown,Unknown,1,offshore,16,8.87,0.438,65,65/32830.nc
32831,-75.287781,35.152088,Unknown,Unknown,1,offshore,16,8.88,0.438,65,65/32831.nc
32832,-75.266083,35.147388,Unknown,Unknown,1,offshore,16,8.89,0.439,65,65/32832.nc
32833,-75.244415,35.142696,Unknown,Unknown,1,offshore,16,8.89,0.439,65,65/32833.nc
32941,-75.999176,35.322025,Unknown,Unknown,1,offshore,16,8.51,0.408,65,65/32941.nc
32942,-75.977386,35.31749,Unknown,Unknown,1,offshore,16,8.55,0.412,65,65/32942.nc
32943,-75.955627,35.31295,Unknown,Unknown,1,offshore,16,8.58,0.414,65,65/32943.nc
32944,-75.912079,35.303848,Unknown,Unknown,1,offshore,16,8.63,0.417,65,65/32944.nc
32945,-75.433868,35.202534,Unknown,Unknown,1,offshore,16,8.82,0.434,65,65/32945.nc
32946,-75.41217,35.197872,Unknown,Unknown,1,offshore,16,8.83,0.435,65,65/32946.nc
32947,-75.390472,35.193203,Unknown,Unknown,1,offshore,16,8.84,0.436,65,65/32947.nc
32948,-75.368774,35.18853,Unknown,Unknown,1,offshore,16,8.85,0.436,65,65/32948.nc
32949,-75.347076,35.183861,Unknown,Unknown,1,offshore,16,8.85,0.437,65,65/32949.nc
32950,-75.303711,35.174503,Unknown,Unknown,1,offshore,16,8.87,0.438,65,65/32950.nc
32951,-75.282043,35.169819,Unknown,Unknown,1,offshore,16,8.88,0.438,65,65/32951.nc
32952,-75.260345,35.165112,Unknown,Unknown,1,offshore,16,8.88,0.439,65,65/32952.nc
32953,-75.238678,35.160419,Unknown,Unknown,1,offshore,16,8.89,0.439,65,65/32953.nc
32954,-75.21698,35.155716,Unknown,Unknown,1,offshore,16,8.9,0.439,65,65/32954.nc
33061,-75.993622,35.339794,Unknown,Unknown,1,offshore,16,8.49,0.406,66,66/33061.nc
33062,-75.971832,35.335258,Unknown,Unknown,1,offshore,16,8.54,0.411,66,66/33062.nc
33063,-75.950043,35.330715,Unknown,Unknown,1,offshore,16,8.57,0.413,66,66/33063.nc
33064,-75.928284,35.326164,Unknown,Unknown,1,offshore,16,8.6,0.416,66,66/33064.nc
33065,-75.406464,35.215607,Unknown,Unknown,1,offshore,16,8.82,0.434,66,66/33065.nc
33066,-75.384766,35.21093,Unknown,Unknown,1,offshore,16,8.84,0.435,66,66/33066.nc
33067,-75.363068,35.206261,Unknown,Unknown,1,offshore,16,8.84,0.436,66,66/33067.nc
33068,-75.34137,35.201584,Unknown,Unknown,1,offshore,16,8.85,0.436,66,66/33068.nc
33069,-75.297974,35.192215,Unknown,Unknown,1,offshore,16,8.87,0.438,66,66/33069.nc
33070,-75.276306,35.187531,Unknown,Unknown,1,offshore,16,8.88,0.438,66,66/33070.nc
33071,-75.254608,35.182835,Unknown,Unknown,1,offshore,16,8.88,0.438,66,66/33071.nc
33072,-75.23291,35.178135,Unknown,Unknown,1,offshore,16,8.89,0.439,66,66/33072.nc
33073,-75.211243,35.173435,Unknown,Unknown,1,offshore,16,8.89,0.439,66,66/33073.nc
33191,-75.966248,35.353027,Unknown,Unknown,1,offshore,16,8.52,0.409,66,66/33191.nc
33192,-75.944489,35.348492,Unknown,Unknown,1,offshore,16,8.56,0.412,66,66/33192.nc
33193,-75.422455,35.238003,Unknown,Unknown,1,offshore,16,8.81,0.433,66,66/33193.nc
33194,-75.400757,35.233337,Unknown,Unknown,1,offshore,16,8.82,0.434,66,66/33194.nc
33195,-75.35733,35.223991,Unknown,Unknown,1,offshore,16,8.84,0.435,66,66/33195.nc
33196,-75.335632,35.219315,Unknown,Unknown,1,offshore,16,8.85,0.436,66,66/33196.nc
33197,-75.313934,35.214642,Unknown,Unknown,1,offshore,16,8.86,0.437,66,66/33197.nc
33198,-75.270538,35.205261,Unknown,Unknown,1,offshore,16,8.87,0.438,66,66/33198.nc
33199,-75.24884,35.20055,Unknown,Unknown,1,offshore,16,8.88,0.438,66,66/33199.nc
33200,-75.227173,35.195854,Unknown,Unknown,1,offshore,16,8.89,0.438,66,66/33200.nc
33201,-75.205475,35.191151,Unknown,Unknown,1,offshore,16,8.89,0.439,66,66/33201.nc
33202,-75.183807,35.186436,Unknown,Unknown,1,offshore,16,8.9,0.439,66,66/33202.nc
33322,-75.960693,35.370808,Unknown,Unknown,1,offshore,16,8.5,0.407,66,66/33322.nc
33323,-75.938904,35.366257,Unknown,Unknown,1,offshore,16,8.54,0.411,66,66/33323.nc
33324,-75.416748,35.255737,Unknown,Unknown,1,offshore,16,8.8,0.433,66,66/33324.nc
33325,-75.39505,35.251072,Unknown,Unknown,1,offshore,16,8.81,0.434,66,66/33325.nc
33326,-75.373322,35.246395,Unknown,Unknown,1,offshore,16,8.83,0.435,66,66/33326.nc
33327,-75.329895,35.237049,Unknown,Unknown,1,offshore,16,8.84,0.436,66,66/33327.nc
33328,-75.308197,35.232365,Unknown,Unknown,1,offshore,16,8.85,0.437,66,66/33328.nc
33329,-75.264801,35.222977,Unknown,Unknown,1,offshore,16,8.87,0.438,66,66/33329.nc
33330,-75.243103,35.218281,Unknown,Unknown,1,offshore,16,8.87,0.438,66,66/33330.nc
33331,-75.221405,35.213573,Unknown,Unknown,1,offshore,16,8.88,0.438,66,66/33331.nc
33332,-75.199707,35.208874,Unknown,Unknown,1,offshore,16,8.89,0.439,66,66/33332.nc
33333,-75.17804,35.204159,Unknown,Unknown,1,offshore,16,8.89,0.439,66,66/33333.nc
33467,-75.411041,35.273472,Unknown,Unknown,1,offshore,16,8.79,0.432,66,66/33467.nc
33468,-75.389313,35.268806,Unknown,Unknown,1,offshore,16,8.81,0.433,66,66/33468.nc
33469,-75.367615,35.264133,Unknown,Unknown,1,offshore,16,8.82,0.434,66,66/33469.nc
33470,-75.345886,35.259453,Unknown,Unknown,1,offshore,16,8.83,0.435,66,66/33470.nc
33471,-75.30246,35.250088,Unknown,Unknown,1,offshore,16,8.85,0.436,66,66/33471.nc
33472,-75.280762,35.245403,Unknown,Unknown,1,offshore,16,8.85,0.437,66,66/33472.nc
33473,-75.237366,35.236008,Unknown,Unknown,1,offshore,16,8.87,0.438,66,66/33473.nc
33474,-75.215637,35.2313,Unknown,Unknown,1,offshore,16,8.88,0.438,66,66/33474.nc
33475,-75.19397,35.226589,Unknown,Unknown,1,offshore,16,8.88,0.439,66,66/33475.nc
33476,-75.150574,35.217155,Unknown,Unknown,1,offshore,16,8.9,0.44,66,66/33476.nc
33619,-75.666321,35.346848,Unknown,Unknown,1,offshore,16,8.73,0.427,67,67/33619.nc
33620,-75.644531,35.342236,Unknown,Unknown,1,offshore,16,8.72,0.426,67,67/33620.nc
33621,-75.427063,35.295876,Unknown,Unknown,1,offshore,16,8.77,0.43,67,67/33621.nc
33622,-75.405334,35.291206,Unknown,Unknown,1,offshore,16,8.79,0.432,67,67/33622.nc
33623,-75.361877,35.281868,Unknown,Unknown,1,offshore,16,8.82,0.434,67,67/33623.nc
33624,-75.340149,35.277187,Unknown,Unknown,1,offshore,16,8.83,0.435,67,67/33624.nc
33625,-75.31842,35.272499,Unknown,Unknown,1,offshore,16,8.83,0.435,67,67/33625.nc
33626,-75.296722,35.267818,Unknown,Unknown,1,offshore,16,8.84,0.436,67,67/33626.nc
33627,-75.275024,35.263126,Unknown,Unknown,1,offshore,16,8.85,0.436,67,67/33627.nc
33628,-75.2099,35.24902,Unknown,Unknown,1,offshore,16,8.87,0.438,67,67/33628.nc
33629,-75.166504,35.239597,Unknown,Unknown,1,offshore,16,8.89,0.439,67,67/33629.nc
33630,-75.123108,35.23016,Unknown,Unknown,1,offshore,16,8.9,0.44,67,67/33630.nc
33769,-75.660645,35.364597,Unknown,Unknown,1,offshore,16,8.72,0.426,67,67/33769.nc
33770,-75.638885,35.359993,Unknown,Unknown,1,offshore,16,8.72,0.426,67,67/33770.nc
33771,-75.617126,35.355373,Unknown,Unknown,1,offshore,16,8.72,0.426,67,67/33771.nc
33772,-75.595367,35.350742,Unknown,Unknown,1,offshore,16,8.71,0.425,67,67/33772.nc
33773,-75.421356,35.31361,Unknown,Unknown,1,offshore,16,8.76,0.429,67,67/33773.nc
33774,-75.399597,35.308949,Unknown,Unknown,1,offshore,16,8.78,0.431,67,67/33774.nc
33775,-75.35614,35.299595,Unknown,Unknown,1,offshore,16,8.81,0.433,67,67/33775.nc
33776,-75.334412,35.294918,Unknown,Unknown,1,offshore,16,8.82,0.434,67,67/33776.nc
33777,-75.312683,35.290237,Unknown,Unknown,1,offshore,16,8.83,0.435,67,67/33777.nc
33778,-75.290985,35.285549,Unknown,Unknown,1,offshore,16,8.84,0.436,67,67/33778.nc
33779,-75.269257,35.280857,Unknown,Unknown,1,offshore,16,8.84,0.436,67,67/33779.nc
33780,-75.22583,35.271458,Unknown,Unknown,1,offshore,16,8.86,0.437,67,67/33780.nc
33781,-75.204102,35.266747,Unknown,Unknown,1,offshore,16,8.87,0.438,67,67/33781.nc
33782,-75.182434,35.262035,Unknown,Unknown,1,offshore,16,8.87,0.438,67,67/33782.nc
33783,-75.160706,35.25732,Unknown,Unknown,1,offshore,16,8.88,0.438,67,67/33783.nc
33784,-75.139008,35.252602,Unknown,Unknown,1,offshore,16,8.89,0.439,67,67/33784.nc
33785,-75.11731,35.247868,Unknown,Unknown,1,offshore,16,8.9,0.44,67,67/33785.nc
33911,-75.829346,35.419098,Unknown,Unknown,1,offshore,16,8.6,0.416,67,67/33911.nc
33912,-75.676788,35.386967,Unknown,Unknown,1,offshore,16,8.71,0.425,67,67/33912.nc
33913,-75.655029,35.382347,Unknown,Unknown,1,offshore,16,8.72,0.426,67,67/33913.nc
33914,-75.63324,35.377739,Unknown,Unknown,1,offshore,16,8.72,0.426,67,67/33914.nc
33915,-75.61145,35.373123,Unknown,Unknown,1,offshore,16,8.73,0.426,67,67/33915.nc
33916,-75.415649,35.331345,Unknown,Unknown,1,offshore,16,8.75,0.428,67,67/33916.nc
33917,-75.39389,35.326679,Unknown,Unknown,1,offshore,16,8.78,0.43,67,67/33917.nc
33918,-75.372162,35.32201,Unknown,Unknown,1,offshore,16,8.79,0.432,67,67/33918.nc
33919,-75.350403,35.317329,Unknown,Unknown,1,offshore,16,8.8,0.433,67,67/33919.nc
33920,-75.306946,35.307964,Unknown,Unknown,1,offshore,16,8.82,0.435,67,67/33920.nc
33921,-75.285217,35.303276,Unknown,Unknown,1,offshore,16,8.83,0.435,67,67/33921.nc
33922,-75.263489,35.29858,Unknown,Unknown,1,offshore,16,8.84,0.436,67,67/33922.nc
33923,-75.241791,35.293884,Unknown,Unknown,1,offshore,16,8.85,0.436,67,67/33923.nc
33924,-75.220062,35.289173,Unknown,Unknown,1,offshore,16,8.85,0.437,67,67/33924.nc
33925,-75.176636,35.279758,Unknown,Unknown,1,offshore,16,8.87,0.438,67,67/33925.nc
33926,-75.111511,35.265583,Unknown,Unknown,1,offshore,16,8.89,0.439,67,67/33926.nc
34076,-75.86734,35.445995,Unknown,Unknown,1,offshore,16,8.52,0.409,68,68/34076.nc
34077,-75.84552,35.441433,Unknown,Unknown,1,offshore,16,8.56,0.412,68,68/34077.nc
34078,-75.82373,35.436863,Unknown,Unknown,1,offshore,16,8.59,0.415,68,68/34078.nc
34079,-75.80191,35.432278,Unknown,Unknown,1,offshore,16,8.62,0.417,68,68/34079.nc
34080,-75.78009,35.427708,Unknown,Unknown,1,offshore,16,8.64,0.419,68,68/34080.nc
34081,-75.649353,35.400116,Unknown,Unknown,1,offshore,16,8.71,0.426,68,68/34081.nc
34082,-75.627563,35.395493,Unknown,Unknown,1,offshore,16,8.71,0.426,68,68/34082.nc
34083,-75.605774,35.390877,Unknown,Unknown,1,offshore,16,8.72,0.426,68,68/34083.nc
34084,-75.409912,35.349083,Unknown,Unknown,1,offshore,16,8.74,0.427,68,68/34084.nc
34085,-75.388184,35.34441,Unknown,Unknown,1,offshore,16,8.76,0.43,68,68/34085.nc
34086,-75.366425,35.339741,Unknown,Unknown,1,offshore,16,8.78,0.431,68,68/34086.nc
34087,-75.344666,35.335064,Unknown,Unknown,1,offshore,16,8.79,0.432,68,68/34087.nc
34088,-75.301208,35.325691,Unknown,Unknown,1,offshore,16,8.81,0.434,68,68/34088.nc
34089,-75.27948,35.321007,Unknown,Unknown,1,offshore,16,8.82,0.435,68,68/34089.nc
34090,-75.257751,35.316315,Unknown,Unknown,1,offshore,16,8.83,0.435,68,68/34090.nc
34091,-75.236023,35.311604,Unknown,Unknown,1,offshore,16,8.84,0.436,68,68/34091.nc
34092,-75.214294,35.306904,Unknown,Unknown,1,offshore,16,8.85,0.436,68,68/34092.nc
34093,-75.192566,35.302193,Unknown,Unknown,1,offshore,16,8.86,0.437,68,68/34093.nc
34094,-75.105713,35.283306,Unknown,Unknown,1,offshore,16,8.89,0.439,68,68/34094.nc
34095,-75.084015,35.278572,Unknown,Unknown,1,offshore,16,8.89,0.439,68,68/34095.nc
34248,-75.861755,35.463776,Unknown,Unknown,1,offshore,16,8.49,0.407,68,68/34248.nc
34249,-75.839905,35.459206,Unknown,Unknown,1,offshore,16,8.54,0.411,68,68/34249.nc
34250,-75.818115,35.454636,Unknown,Unknown,1,offshore,16,8.57,0.414,68,68/34250.nc
34251,-75.796295,35.450054,Unknown,Unknown,1,offshore,16,8.6,0.416,68,68/34251.nc
34252,-75.774475,35.445473,Unknown,Unknown,1,offshore,16,8.63,0.418,68,68/34252.nc
34253,-75.621887,35.413254,Unknown,Unknown,1,offshore,16,8.71,0.425,68,68/34253.nc
34254,-75.404205,35.366825,Unknown,Unknown,1,offshore,16,8.73,0.427,68,68/34254.nc
34255,-75.382446,35.362156,Unknown,Unknown,1,offshore,16,8.76,0.429,68,68/34255.nc
34256,-75.360687,35.357479,Unknown,Unknown,1,offshore,16,8.77,0.43,68,68/34256.nc
34257,-75.3172,35.348118,Unknown,Unknown,1,offshore,16,8.8,0.433,68,68/34257.nc
34258,-75.295471,35.34343,Unknown,Unknown,1,offshore,16,8.81,0.433,68,68/34258.nc
34259,-75.273743,35.338741,Unknown,Unknown,1,offshore,16,8.82,0.434,68,68/34259.nc
34260,-75.230255,35.329334,Unknown,Unknown,1,offshore,16,8.83,0.435,68,68/34260.nc
34261,-75.208527,35.324623,Unknown,Unknown,1,offshore,16,8.84,0.436,68,68/34261.nc
34262,-75.186798,35.319923,Unknown,Unknown,1,offshore,16,8.85,0.437,68,68/34262.nc
34263,-75.16507,35.315208,Unknown,Unknown,1,offshore,16,8.86,0.437,68,68/34263.nc
34445,-75.87796,35.486107,Unknown,Unknown,1,offshore,16,8.39,0.399,68,68/34445.nc
34446,-75.85614,35.481541,Unknown,Unknown,1,offshore,16,8.46,0.404,68,68/34446.nc
34447,-75.83429,35.476974,Unknown,Unknown,1,offshore,16,8.51,0.409,68,68/34447.nc
34448,-75.8125,35.472401,Unknown,Unknown,1,offshore,16,8.55,0.412,68,68/34448.nc
34449,-75.790649,35.467823,Unknown,Unknown,1,offshore,16,8.59,0.415,68,68/34449.nc
34450,-75.76886,35.46323,Unknown,Unknown,1,offshore,16,8.61,0.417,68,68/34450.nc
34451,-75.398468,35.384575,Unknown,Unknown,1,offshore,16,8.73,0.427,68,68/34451.nc
34452,-75.376709,35.37989,Unknown,Unknown,1,offshore,16,8.75,0.429,68,68/34452.nc
34453,-75.35495,35.375225,Unknown,Unknown,1,offshore,16,8.76,0.43,68,68/34453.nc
34454,-75.311462,35.365852,Unknown,Unknown,1,offshore,16,8.79,0.432,68,68/34454.nc
34455,-75.289703,35.361168,Unknown,Unknown,1,offshore,16,8.8,0.433,68,68/34455.nc
34456,-75.267975,35.356472,Unknown,Unknown,1,offshore,16,8.81,0.433,68,68/34456.nc
34457,-75.246216,35.35178,Unknown,Unknown,1,offshore,16,8.82,0.434,68,68/34457.nc
34458,-75.224487,35.347069,Unknown,Unknown,1,offshore,16,8.83,0.435,68,68/34458.nc
34459,-75.202759,35.342365,Unknown,Unknown,1,offshore,16,8.84,0.436,68,68/34459.nc
34460,-75.18103,35.33765,Unknown,Unknown,1,offshore,16,8.84,0.436,68,68/34460.nc
