X,Y
-76.72084473,34.70049056
-76.71635614,34.70023268
-76.71186756,34.69997481
-76.70737898,34.69971693
-76.70289039,34.69945905
-76.69840181,34.69920117
-76.69391323,34.6989433
-76.68942464,34.69868542
-76.68493606,34.69842754
-76.68146683,34.69924961
-76.68146536,34.7037456
-76.67895378,34.70695449
-76.67530379,34.70957966
-76.67165381,34.71220482
-76.66800382,34.71482999
-76.66435384,34.71745515
-76.66070385,34.72008032
-76.65694178,34.72127781
-76.65292685,34.7192544
-76.64891192,34.71723099
-76.64489698,34.71520758
-76.64088205,34.71318417
-76.63686712,34.71116076
-76.63306197,34.70911466
-76.63655132,34.70627946
-76.64004067,34.70344426
-76.64353001,34.70060907
-76.64701936,34.69777387
-76.65050871,34.69493867
-76.65399806,34.69210348
-76.65477447,34.687977
-76.65382504,34.68405154
-76.64985529,34.68194087
-76.64588553,34.67983019
-76.64180326,34.67799512
-76.63749063,34.67672426
-76.633178,34.67545339
-76.62886537,34.67418252
-76.62455274,34.67291165
-76.62024011,34.67164078
-76.61592748,34.67036991
-76.61161485,34.66909904
-76.60730222,34.66782817
-76.60298959,34.66655731
-76.59867696,34.66528644
-76.59436433,34.66401557
-76.59036018,34.66206095
-76.58655347,34.65966871
-76.58274675,34.65727647
-76.57894004,34.65488424
-76.57513332,34.652492
-76.5713266,34.65009976
-76.56751989,34.64770752
-76.56371317,34.64531529
-76.55990646,34.64292305
-76.55610862,34.64051849
-76.55263366,34.63766568
-76.54863239,34.63801796
-76.54442759,34.63960967
-76.54022279,34.64120138
-76.53599826,34.64156845
-76.53174439,34.64011297
-76.52749051,34.6386575
-76.52590004,34.63608327
-76.52783862,34.63202669
-76.52977719,34.62797012
-76.53171576,34.62391354
-76.53365434,34.61985696
-76.53559291,34.61580039
-76.53753148,34.61174381
-76.53897242,34.60768111
-76.53713432,34.60357803
-76.53529621,34.59947495
-76.53345811,34.59537187
-76.53162001,34.59126879
-76.52984141,34.59097326
-76.52813243,34.59513178
-76.52642345,34.59929029
-76.52471447,34.60344881
-76.52300549,34.60760733
-76.52129651,34.61176585
-76.51955791,34.61590791
-76.51693136,34.6195569
-76.51430481,34.62320589
-76.51167826,34.62685488
-76.50905171,34.63050387
-76.50642516,34.63415286
-76.50379861,34.63780185
-76.50117207,34.64145084
-76.49854552,34.64509983
-76.49591897,34.64874882
-76.49329242,34.6523978
-76.49066587,34.65604679
-76.48803932,34.65969578
-76.48541277,34.66334477
-76.48278622,34.66699376
-76.48015967,34.67064275
-76.47753312,34.67429174
-76.47490657,34.67794073
-76.47228003,34.68158972
-76.46965348,34.68523871
-76.46702693,34.68888769
-76.46440038,34.69253668
-76.46177383,34.69618567
-76.45914728,34.69983466
-76.45652073,34.70348365
-76.45389418,34.70713264
-76.45126763,34.71078163
-76.44864108,34.71443062
-76.44601453,34.71807961
-76.44338799,34.7217286
-76.44076144,34.72537758
-76.43813489,34.72902657
-76.43550834,34.73267556
-76.43288179,34.73632455
-76.43025524,34.73997354
-76.42762869,34.74362253
-76.42500214,34.74727152
-76.42237559,34.75092051
-76.41974904,34.7545695
-76.41712249,34.75821849
-76.41449595,34.76186748
-76.4118694,34.76551646
-76.40924285,34.76916545
-76.4066163,34.77281444
-76.40398975,34.77646343
-76.4013632,34.78011242
-76.39873665,34.78376141
-76.3961101,34.7874104
-76.39282617,34.79047486
-76.38950934,34.79351009
-76.38619252,34.79654531
-76.3828757,34.79958053
-76.37955888,34.80261576
-76.37624206,34.80565098
-76.37292524,34.8086862
-76.36960842,34.81172143
-76.3662916,34.81475665
-76.36297478,34.81779188
-76.35965796,34.8208271
-76.35634114,34.82386232
-76.35302432,34.82689755
-76.3497075,34.82993277
-76.34639068,34.832968
-76.34307386,34.83600322
-76.3396458,34.83888694
-76.33575666,34.84114271
-76.33186753,34.84339849
-76.3279784,34.84565426
-76.32408926,34.84791004
-76.32008188,34.84993026
-76.31594942,34.85170132
-76.31181696,34.85347237
-76.3076845,34.85524343
-76.30355203,34.85701448
-76.29950111,34.85891392
-76.29614115,34.86190133
-76.2927812,34.86488873
-76.28942124,34.86787614
-76.28606129,34.87086354
-76.28270133,34.87385095
-76.27934138,34.87683835
-76.27598143,34.87982575
-76.27262147,34.88281316
-76.26926152,34.88580056
-76.26590156,34.88878797
-76.26254161,34.89177537
-76.25918165,34.89476278
-76.2558217,34.89775018
-76.25246174,34.90073759
-76.24899905,34.90357684
-76.24502338,34.90567634
-76.24104771,34.90777585
-76.23707204,34.90987535
-76.23309637,34.91197485
-76.22912069,34.91407436
-76.22514502,34.91617386
-76.22168224,34.9188747
-76.21898184,34.92246938
-76.21628144,34.92606406
-76.21358104,34.92965874
-76.21088064,34.93325342
-76.20818024,34.9368481
-76.20547985,34.94044278
-76.20277945,34.94403746
-76.20561583,34.94611587
-76.20977092,34.94783315
-76.21392602,34.94955043
-76.21808112,34.9512677
-76.22223622,34.95298498
-76.22639132,34.95470226
-76.23054641,34.95641953
-76.23470151,34.95813681
-76.23885661,34.95985409
-76.24301171,34.96157136
-76.24716681,34.96328864
-76.25132191,34.96500592
-76.255477,34.9667232
-76.2596321,34.96844047
-76.2637872,34.97015775
-76.2679423,34.97187503
-76.26773123,34.97308261
-76.26329231,34.97379663
-76.25885338,34.97451066
-76.25441446,34.97522468
-76.24997553,34.97593871
-76.24553661,34.97665274
-76.24109769,34.97736676
-76.23665876,34.97808079
-76.23221984,34.97879482
-76.22778091,34.97950884
-76.22334199,34.98022287
-76.21890307,34.9809369
-76.21446414,34.98165092
-76.21002522,34.98236495
-76.20558629,34.98307897
-76.20114737,34.983793
-76.19670845,34.98450703
-76.19226952,34.98522105
-76.1878306,34.98593508
-76.18339167,34.98664911
-76.17895275,34.98736313
-76.17451382,34.98807716
-76.1700749,34.98879119
-76.16563598,34.98950521
-76.16119705,34.99021924
-76.15675813,34.99093326
-76.1523192,34.99164729
-76.14788028,34.99236132
-76.14339512,34.99249809
-76.13963339,34.99402823
-76.13682197,34.99753676
-76.13401056,35.0010453
-76.13119914,35.00455383
-76.12838772,35.00806236
-76.12556766,35.01156085
-76.12167909,35.01381761
-76.11779053,35.01607437
-76.11390197,35.01833113
-76.11001341,35.02058789
-76.10612485,35.02284465
-76.10223629,35.02510142
-76.09834773,35.02735818
-76.09445916,35.02961494
-76.0905706,35.0318717
-76.08668204,35.03412846
-76.08279348,35.03638522
-76.07890492,35.03864198
-76.07501636,35.04089875
-76.0711278,35.04315551
-76.06723924,35.04541227
-76.06335067,35.04766903
-76.05946211,35.04992579
-76.05557355,35.05218255
-76.05168499,35.05443931
-76.04739378,35.055748
-76.04301694,35.05667776
-76.03931638,35.05905311
-76.03841742,35.06191397
-76.04250449,35.0637874
-76.04659156,35.06566084
-76.05067863,35.06753427
-76.0547657,35.0694077
-76.05885277,35.07128113
-76.05619619,35.07251448
-76.05182964,35.07358552
-76.04746309,35.07465656
-76.04309654,35.0757276
-76.03872999,35.07679864
-76.03436344,35.07786968
-76.02999689,35.07894072
-76.02563034,35.08001176
-76.02126379,35.0810828
-76.01689724,35.08215384
-76.01253069,35.08322488
-76.00816414,35.08429592
-76.00711342,35.08367557
-76.01054387,35.08076938
-76.01397432,35.0778632
-76.01723793,35.07507301
-76.01331904,35.0772767
-76.00940016,35.07948039
-76.00548128,35.08168408
-76.0015624,35.08388777
-75.99764352,35.08609146
-75.99372464,35.08829515
-75.98980575,35.09049884
-75.98588687,35.09270253
-75.98196799,35.09490622
-75.97804911,35.09710991
-75.97413023,35.0993136
-75.97021135,35.10151729
-75.96629246,35.10372098
-75.96237358,35.10592467
-75.9584547,35.10812836
-75.95453582,35.11033205
-75.95061694,35.11253574
-75.94669806,35.11473943
-75.94277917,35.11694312
-75.93886029,35.11914681
-75.93494141,35.1213505
-75.93102253,35.12355419
-75.92710365,35.12575787
-75.92318477,35.12796156
-75.91926588,35.13016525
-75.915347,35.13236894
-75.91142812,35.13457263
-75.90745232,35.13664094
-75.90313611,35.13789959
-75.8988199,35.13915824
-75.89450368,35.14041689
-75.89018747,35.14167554
-75.88587126,35.14293419
-75.88155505,35.14419284
-75.87723884,35.14545149
-75.87292263,35.14671014
-75.86860642,35.14796879
-75.8642902,35.14922744
-75.85997399,35.15048609
-75.85565778,35.15174474
-75.85134157,35.15300339
-75.84702536,35.15426204
-75.84270915,35.15552069
-75.83839294,35.15677934
-75.83407672,35.15803799
-75.82976051,35.15929664
-75.8254443,35.16055529
-75.82112809,35.16181394
-75.81691422,35.16327103
-75.81338603,35.16605775
-75.80985785,35.16884447
-75.80632966,35.17163119
-75.80280148,35.17441791
-75.7992733,35.17720462
-75.79538372,35.17941491
-75.79133821,35.18137647
-75.7872927,35.18333803
-75.78324719,35.18529959
-75.77958399,35.18786687
-75.77607274,35.1906749
-75.77325471,35.19417477
-75.77045365,35.19769158
-75.76611737,35.19850781
-75.76166268,35.19911572
-75.75720798,35.19972363
-75.75275328,35.20033154
-75.74829859,35.20093945
-75.74384389,35.20154736
-75.73938919,35.20215527
-75.7349345,35.20276318
-75.7304798,35.2033711
-75.7260251,35.20397901
-75.7215704,35.20458692
-75.71711571,35.20519483
-75.71842228,35.20402858
-75.72244724,35.2020252
-75.72625112,35.19967317
-75.72977951,35.19688671
-75.7333079,35.19410026
-75.73491893,35.18991839
-75.73370719,35.18712541
-75.72937313,35.18592968
-75.72503573,35.18501718
-75.7206747,35.18611051
-75.71648712,35.18759446
-75.71275132,35.19009601
-75.70901553,35.19259755
-75.70527973,35.19509909
-75.7012088,35.19692988
-75.69691403,35.19822958
-75.69250925,35.19913056
-75.68810446,35.20003153
-75.68369968,35.20093251
-75.67943245,35.20230387
-75.67523626,35.20391814
-75.67104007,35.20553241
-75.66684388,35.20714668
-75.66264769,35.20876095
-75.6584515,35.21037521
-75.65425531,35.21198948
-75.65005912,35.21360375
-75.64586293,35.21521802
-75.64150366,35.21622036
-75.63706064,35.21690847
-75.63261763,35.21759659
-75.62817461,35.2182847
-75.62373159,35.21897281
-75.61949339,35.22044086
-75.61528553,35.22202446
-75.61107767,35.22360807
-75.60686981,35.22519167
-75.60266196,35.22677528
-75.5984541,35.22835888
-75.59424624,35.22994249
-75.59003838,35.23152609
-75.58583052,35.2331097
-75.58137307,35.23314089
-75.57688088,35.23295607
-75.5723887,35.23277125
-75.56789651,35.23258643
-75.56340433,35.23240161
-75.55891214,35.23221679
-75.55441996,35.23203197
-75.54995658,35.23249284
-75.54549869,35.23307693
-75.54138878,35.23468424
-75.53749901,35.23693892
-75.53360924,35.2391936
-75.52971947,35.24144828
-75.5258297,35.24370296
-75.52333059,35.24737102
-75.52101318,35.25122374
-75.51869576,35.25507647
-75.51637835,35.25892919
-75.51468247,35.26306542
-75.51329226,35.26734107
-75.51190205,35.27161672
-75.51051183,35.27589237
-75.50912162,35.28016802
-75.5077314,35.28444367
-75.50634119,35.28871932
-75.50495098,35.29299497
-75.50356076,35.29727062
-75.50217055,35.30154627
-75.50078033,35.30582192
-75.49939012,35.31009757
-75.4979999,35.31437322
-75.49660969,35.31864887
-75.49521948,35.32292452
-75.49382926,35.32720017
-75.49243905,35.33147582
-75.49104883,35.33575147
-75.49037988,35.34018619
-75.48984267,35.34464997
-75.48930547,35.34911374
-75.48876826,35.35357752
-75.48823106,35.35804129
-75.48769385,35.36250507
-75.48715664,35.36696884
-75.48661944,35.37143262
-75.48608223,35.37589639
-75.48554503,35.38036017
-75.48500782,35.38482395
-75.48447061,35.38928772
-75.48393341,35.3937515
-75.4833962,35.39821527
-75.482859,35.40267905
-75.48232179,35.40714282
-75.48178458,35.4116066
-75.48124738,35.41607037
-75.48071017,35.42053415
-75.48017297,35.42499792
-75.47963576,35.4294617
-75.47909855,35.43392547
-75.47856135,35.43838925
-75.47802414,35.44285303
-75.47748694,35.4473168
-75.47694973,35.45178058
-75.47641252,35.45624435
